Date;Sales;Timestamp
02.01.2021;888;19:17:08
02.01.2021;886;19:19:08
02.01.2021;853;19:21:08
02.01.2021;837;19:23:08
02.01.2021;935;19:25:08
02.01.2021;832;19:27:08
02.01.2021;802;19:29:08
02.01.2021;867;19:31:08
02.01.2021;817;19:33:08
02.01.2021;792;19:35:08
02.01.2021;865;19:37:08
02.01.2021;723;19:39:08
02.01.2021;819;19:41:08
02.01.2021;818;19:43:08
02.01.2021;826;19:45:08
02.01.2021;768;19:47:08
02.01.2021;766;19:49:08
02.01.2021;755;19:51:08
02.01.2021;815;19:53:08
02.01.2021;761;19:55:08
02.01.2021;782;19:57:08
02.01.2021;792;19:59:08
02.01.2021;743;20:01:08
02.01.2021;753;20:03:08
02.01.2021;806;20:05:08
02.01.2021;751;20:07:08
02.01.2021;726;20:09:08
02.01.2021;720;20:11:08
02.01.2021;764;20:13:08
02.01.2021;718;20:15:08
02.01.2021;751;20:17:08
02.01.2021;716;20:19:08
02.01.2021;655;20:21:08
02.01.2021;721;20:23:08
02.01.2021;640;20:25:08
02.01.2021;703;20:27:08
02.01.2021;724;20:29:08
02.01.2021;675;20:31:08
02.01.2021;681;20:33:08
02.01.2021;644;20:35:08
02.01.2021;677;20:37:08
02.01.2021;638;20:39:08
02.01.2021;651;20:41:08
02.01.2021;613;20:43:08
02.01.2021;607;20:45:08
02.01.2021;625;20:47:08
02.01.2021;675;20:49:08
02.01.2021;661;20:51:08
02.01.2021;646;20:53:08
02.01.2021;612;20:55:08
02.01.2021;660;20:57:08
02.01.2021;604;20:59:08
02.01.2021;595;21:01:08
02.01.2021;585;21:03:08
02.01.2021;571;21:05:08
02.01.2021;627;21:07:08
02.01.2021;600;21:09:08
02.01.2021;581;21:11:08
02.01.2021;618;21:13:08
02.01.2021;563;21:15:08
02.01.2021;534;21:17:08
02.01.2021;560;21:19:08
02.01.2021;550;21:21:08
02.01.2021;579;21:23:08
02.01.2021;571;21:25:08
02.01.2021;555;21:27:08
02.01.2021;518;21:29:08
02.01.2021;495;21:31:08
02.01.2021;510;21:33:08
02.01.2021;519;21:35:08
02.01.2021;562;21:37:08
02.01.2021;529;21:39:08
02.01.2021;571;21:41:08
02.01.2021;553;21:43:09
02.01.2021;494;21:45:09
02.01.2021;500;21:47:09
02.01.2021;529;21:49:09
02.01.2021;489;21:51:09
02.01.2021;481;21:53:09
02.01.2021;474;21:55:09
02.01.2021;448;21:57:09
02.01.2021;490;21:59:09
02.01.2021;446;22:01:09
02.01.2021;425;22:03:09
02.01.2021;403;22:05:09
02.01.2021;445;22:07:09
02.01.2021;411;22:09:09
02.01.2021;422;22:11:09
02.01.2021;386;22:13:09
02.01.2021;405;22:15:09
02.01.2021;437;22:17:09
02.01.2021;403;22:19:09
02.01.2021;379;22:21:09
02.01.2021;376;22:23:09
02.01.2021;400;22:25:09
02.01.2021;393;22:27:09
02.01.2021;410;22:29:09
02.01.2021;368;22:31:09
02.01.2021;369;22:33:09
02.01.2021;412;22:35:09
02.01.2021;352;22:37:09
02.01.2021;363;22:39:09
02.01.2021;389;22:41:09
02.01.2021;364;22:43:09
02.01.2021;346;22:45:09
02.01.2021;364;22:47:09
02.01.2021;341;22:49:09
02.01.2021;351;22:51:09
02.01.2021;292;22:53:09
02.01.2021;343;22:55:09
02.01.2021;283;22:57:09
02.01.2021;310;22:59:09
02.01.2021;285;23:01:09
02.01.2021;289;23:03:09
02.01.2021;254;23:05:09
02.01.2021;254;23:07:09
02.01.2021;229;23:09:09
02.01.2021;213;23:11:09
02.01.2021;231;23:13:09
02.01.2021;269;23:15:09
02.01.2021;239;23:17:09
02.01.2021;254;23:19:09
02.01.2021;218;23:21:09
02.01.2021;215;23:23:09
02.01.2021;215;23:25:09
02.01.2021;222;23:27:09
02.01.2021;215;23:29:09
02.01.2021;230;23:31:09
02.01.2021;214;23:33:09
02.01.2021;236;23:35:09
02.01.2021;240;23:37:09
02.01.2021;220;23:39:09
02.01.2021;174;23:41:09
02.01.2021;172;23:43:09
02.01.2021;204;23:45:09
02.01.2021;183;23:47:09
02.01.2021;206;23:49:09
02.01.2021;131;23:51:09
02.01.2021;166;23:53:09
02.01.2021;136;23:55:09
02.01.2021;143;23:57:09
02.01.2021;140;23:59:09
03.01.2021;122;0:01:09
03.01.2021;134;0:03:09
03.01.2021;132;0:05:09
03.01.2021;152;0:07:09
03.01.2021;139;0:09:09
03.01.2021;158;0:11:09
03.01.2021;136;0:13:09
03.01.2021;181;0:15:09
03.01.2021;131;0:17:09
03.01.2021;147;0:19:09
03.01.2021;143;0:21:09
03.01.2021;141;0:23:09
03.01.2021;154;0:25:09
03.01.2021;150;0:27:09
03.01.2021;167;0:29:09
03.01.2021;130;0:31:09
03.01.2021;167;0:33:09
03.01.2021;125;0:35:09
03.01.2021;130;0:37:09
03.01.2021;130;0:39:09
03.01.2021;124;0:41:09
03.01.2021;127;0:43:09
03.01.2021;145;0:45:09
03.01.2021;153;0:47:09
03.01.2021;124;0:49:09
03.01.2021;150;0:51:09
03.01.2021;116;0:53:09
03.01.2021;104;0:55:09
03.01.2021;112;0:57:09
03.01.2021;115;0:59:09
03.01.2021;93;1:01:09
03.01.2021;93;1:03:09
03.01.2021;105;1:05:09
03.01.2021;97;1:07:09
03.01.2021;83;1:09:09
03.01.2021;82;1:11:09
03.01.2021;98;1:13:09
03.01.2021;96;1:15:09
03.01.2021;102;1:17:09
03.01.2021;103;1:19:09
03.01.2021;97;1:21:09
03.01.2021;95;1:23:09
03.01.2021;83;1:25:09
03.01.2021;82;1:27:09
03.01.2021;89;1:29:09
03.01.2021;89;1:31:09
03.01.2021;78;1:33:09
03.01.2021;82;1:35:09
03.01.2021;105;1:37:09
03.01.2021;77;1:39:09
03.01.2021;84;1:41:09
03.01.2021;83;1:43:09
03.01.2021;89;1:45:09
03.01.2021;72;1:47:09
03.01.2021;89;1:49:09
03.01.2021;78;1:51:09
03.01.2021;59;1:53:09
03.01.2021;68;1:55:09
03.01.2021;83;1:57:09
03.01.2021;75;1:59:09
03.01.2021;51;2:01:09
03.01.2021;71;2:03:09
03.01.2021;49;2:05:09
03.01.2021;56;2:07:09
03.01.2021;67;2:09:09
03.01.2021;58;2:11:09
03.01.2021;64;2:13:09
03.01.2021;68;2:15:09
03.01.2021;57;2:17:09
03.01.2021;47;2:19:09
03.01.2021;43;2:21:09
03.01.2021;60;2:23:09
03.01.2021;65;2:25:09
03.01.2021;68;2:27:09
03.01.2021;50;2:29:09
03.01.2021;55;2:31:09
03.01.2021;50;2:33:09
03.01.2021;51;2:37:09
03.01.2021;28;2:41:57
03.01.2021;31;2:41:57
03.01.2021;30;2:43:57
03.01.2021;26;2:43:57
03.01.2021;24;2:45:57
03.01.2021;25;2:45:57
03.01.2021;21;2:47:57
03.01.2021;22;2:47:57
03.01.2021;25;2:49:57
03.01.2021;31;2:49:57
03.01.2021;19;2:51:57
03.01.2021;29;2:51:57
03.01.2021;20;2:53:57
03.01.2021;21;2:53:57
03.01.2021;24;2:55:57
03.01.2021;17;2:55:57
03.01.2021;23;2:57:57
03.01.2021;21;2:57:57
03.01.2021;26;2:59:57
03.01.2021;29;2:59:57
03.01.2021;14;3:01:57
03.01.2021;18;3:01:57
03.01.2021;24;3:03:57
03.01.2021;17;3:03:57
03.01.2021;18;3:05:57
03.01.2021;19;3:05:57
03.01.2021;27;3:07:57
03.01.2021;29;3:07:57
03.01.2021;32;3:09:57
03.01.2021;28;3:11:57
03.01.2021;35;3:13:57
03.01.2021;39;3:15:57
03.01.2021;42;3:17:57
03.01.2021;26;3:19:57
03.01.2021;36;3:21:57
03.01.2021;41;3:23:57
03.01.2021;41;3:25:57
03.01.2021;15;3:27:59
03.01.2021;19;3:27:59
03.01.2021;18;3:29:59
03.01.2021;20;3:29:59
03.01.2021;21;3:31:59
03.01.2021;15;3:31:59
03.01.2021;17;3:33:59
03.01.2021;11;3:33:59
03.01.2021;18;3:35:59
03.01.2021;15;3:35:59
03.01.2021;33;3:37:59
03.01.2021;17;3:39:59
03.01.2021;14;3:39:59
03.01.2021;13;3:41:59
03.01.2021;15;3:41:59
03.01.2021;34;3:43:59
03.01.2021;41;3:45:59
03.01.2021;33;3:48:00
03.01.2021;31;3:50:00
03.01.2021;26;3:52:00
03.01.2021;37;3:54:00
03.01.2021;24;3:56:00
03.01.2021;33;3:58:00
03.01.2021;37;4:00:00
03.01.2021;29;4:02:00
03.01.2021;32;4:04:00
03.01.2021;35;4:06:00
03.01.2021;31;4:08:00
03.01.2021;25;4:10:00
03.01.2021;20;4:12:00
03.01.2021;27;4:14:00
03.01.2021;30;4:16:00
03.01.2021;16;4:18:00
03.01.2021;31;4:20:00
03.01.2021;15;4:22:00
03.01.2021;17;4:22:00
03.01.2021;24;4:24:00
03.01.2021;23;4:26:00
03.01.2021;21;4:28:00
03.01.2021;23;4:30:00
03.01.2021;31;4:32:00
03.01.2021;28;4:34:00
03.01.2021;24;4:36:00
03.01.2021;21;4:38:00
03.01.2021;11;4:40:00
03.01.2021;12;4:40:01
03.01.2021;9;4:42:00
03.01.2021;11;4:42:01
03.01.2021;7;4:44:00
03.01.2021;10;4:44:01
03.01.2021;16;4:46:00
03.01.2021;13;4:46:01
03.01.2021;13;4:48:00
03.01.2021;11;4:48:01
03.01.2021;17;4:50:00
03.01.2021;12;4:50:01
03.01.2021;7;4:52:00
03.01.2021;17;4:52:01
03.01.2021;9;4:55:26
03.01.2021;11;4:55:26
03.01.2021;5;4:57:39
03.01.2021;11;4:57:39
03.01.2021;11;4:59:39
03.01.2021;10;4:59:39
03.01.2021;8;5:01:39
03.01.2021;6;5:01:39
03.01.2021;13;5:03:39
03.01.2021;16;5:03:39
03.01.2021;11;5:05:39
03.01.2021;8;5:05:39
03.01.2021;8;5:07:39
03.01.2021;9;5:07:39
03.01.2021;4;5:09:39
03.01.2021;10;5:09:39
03.01.2021;9;5:11:39
03.01.2021;16;5:11:39
03.01.2021;13;5:13:39
03.01.2021;16;5:13:39
03.01.2021;13;5:15:39
03.01.2021;10;5:15:39
03.01.2021;21;5:17:39
03.01.2021;17;5:19:39
03.01.2021;23;5:21:39
03.01.2021;22;5:23:39
03.01.2021;20;5:25:39
03.01.2021;21;5:27:39
03.01.2021;23;5:29:39
03.01.2021;20;5:31:39
03.01.2021;17;5:33:39
03.01.2021;31;5:35:39
03.01.2021;20;5:37:39
03.01.2021;25;5:39:39
03.01.2021;25;5:41:39
03.01.2021;16;5:43:39
03.01.2021;16;5:45:39
03.01.2021;18;5:47:39
03.01.2021;26;5:49:39
03.01.2021;21;5:51:39
03.01.2021;27;5:53:39
03.01.2021;25;5:55:39
03.01.2021;17;5:57:39
03.01.2021;23;5:59:39
03.01.2021;15;6:01:39
03.01.2021;9;6:01:39
03.01.2021;30;6:03:41
03.01.2021;23;6:05:41
03.01.2021;26;6:07:41
03.01.2021;18;6:09:41
03.01.2021;20;6:11:41
03.01.2021;18;6:13:41
03.01.2021;16;6:15:41
03.01.2021;17;6:17:41
03.01.2021;18;6:19:42
03.01.2021;30;6:21:42
03.01.2021;16;6:23:42
03.01.2021;20;6:25:42
03.01.2021;27;6:27:42
03.01.2021;18;6:29:42
03.01.2021;17;6:31:42
03.01.2021;21;6:33:42
03.01.2021;22;6:35:42
03.01.2021;31;6:37:42
03.01.2021;29;6:39:42
03.01.2021;24;6:41:42
03.01.2021;30;6:43:42
03.01.2021;26;6:45:42
03.01.2021;22;6:47:42
03.01.2021;34;6:49:42
03.01.2021;25;6:51:42
03.01.2021;30;6:53:42
03.01.2021;24;6:55:42
03.01.2021;28;6:57:42
03.01.2021;27;6:59:42
03.01.2021;42;7:01:42
03.01.2021;28;7:03:42
03.01.2021;31;7:05:42
03.01.2021;39;7:07:42
03.01.2021;33;7:09:42
03.01.2021;33;7:11:42
03.01.2021;45;7:13:42
03.01.2021;37;7:15:42
03.01.2021;42;7:17:42
03.01.2021;39;7:19:42
03.01.2021;33;7:21:42
03.01.2021;33;7:23:42
03.01.2021;41;7:25:42
03.01.2021;34;7:27:42
03.01.2021;43;7:29:42
03.01.2021;43;7:31:42
03.01.2021;51;7:33:42
03.01.2021;43;7:35:42
03.01.2021;30;7:37:42
03.01.2021;49;7:39:42
03.01.2021;39;7:41:42
03.01.2021;52;7:43:42
03.01.2021;34;7:45:43
03.01.2021;61;7:47:43
03.01.2021;47;7:49:43
03.01.2021;44;7:51:43
03.01.2021;60;7:53:43
03.01.2021;55;7:55:43
03.01.2021;47;7:57:43
03.01.2021;46;7:59:43
03.01.2021;62;8:01:43
03.01.2021;55;8:03:43
03.01.2021;65;8:05:43
03.01.2021;84;8:07:43
03.01.2021;64;8:09:43
03.01.2021;64;8:11:43
03.01.2021;70;8:13:43
03.01.2021;75;8:15:43
03.01.2021;72;8:17:43
03.01.2021;69;8:19:43
03.01.2021;77;8:21:43
03.01.2021;70;8:23:43
03.01.2021;100;8:27:43
03.01.2021;88;8:29:43
03.01.2021;86;8:31:43
03.01.2021;85;8:33:43
03.01.2021;84;8:35:43
03.01.2021;94;8:37:43
03.01.2021;90;8:39:43
03.01.2021;91;8:41:43
03.01.2021;101;8:43:43
03.01.2021;103;8:45:43
03.01.2021;90;8:47:43
03.01.2021;109;8:49:43
03.01.2021;107;8:51:43
03.01.2021;102;8:53:43
03.01.2021;112;8:55:43
03.01.2021;118;8:57:43
03.01.2021;120;8:59:43
03.01.2021;106;9:01:43
03.01.2021;127;9:03:43
03.01.2021;112;9:05:43
03.01.2021;131;9:07:43
03.01.2021;140;9:09:43
03.01.2021;144;9:11:43
03.01.2021;150;9:13:43
03.01.2021;154;9:15:43
03.01.2021;149;9:17:43
03.01.2021;180;9:19:43
03.01.2021;164;9:21:43
03.01.2021;166;9:23:43
03.01.2021;174;9:25:43
03.01.2021;180;9:27:43
03.01.2021;168;9:29:43
03.01.2021;182;9:31:43
03.01.2021;203;9:33:43
03.01.2021;186;9:35:43
03.01.2021;189;9:37:43
03.01.2021;182;9:39:43
03.01.2021;194;9:41:43
03.01.2021;204;9:43:43
03.01.2021;209;9:45:43
03.01.2021;180;9:47:43
03.01.2021;214;9:49:43
03.01.2021;223;9:53:43
03.01.2021;197;9:55:43
03.01.2021;215;9:57:43
03.01.2021;243;9:59:43
03.01.2021;254;10:01:43
03.01.2021;246;10:03:43
03.01.2021;246;10:05:43
03.01.2021;263;10:07:43
03.01.2021;264;10:09:43
03.01.2021;290;10:11:43
03.01.2021;265;10:13:43
03.01.2021;291;10:15:43
03.01.2021;256;10:17:43
03.01.2021;315;10:19:43
03.01.2021;311;10:21:43
03.01.2021;311;10:23:43
03.01.2021;284;10:25:43
03.01.2021;310;10:27:43
03.01.2021;320;10:29:43
03.01.2021;330;10:31:43
03.01.2021;295;10:33:43
03.01.2021;312;10:35:43
03.01.2021;349;10:37:43
03.01.2021;367;10:39:43
03.01.2021;353;10:41:43
03.01.2021;378;10:43:43
03.01.2021;329;10:45:43
03.01.2021;375;10:47:44
03.01.2021;394;10:49:44
03.01.2021;394;10:51:44
03.01.2021;178;10:53:44
03.01.2021;203;10:53:44
03.01.2021;173;10:55:44
03.01.2021;190;10:55:44
03.01.2021;188;10:57:44
03.01.2021;196;10:57:44
03.01.2021;211;10:59:44
03.01.2021;213;10:59:44
03.01.2021;210;11:01:44
03.01.2021;219;11:01:44
03.01.2021;205;11:03:44
03.01.2021;224;11:03:44
03.01.2021;205;11:05:44
03.01.2021;227;11:05:44
03.01.2021;223;11:07:44
03.01.2021;252;11:07:44
03.01.2021;213;11:09:44
03.01.2021;215;11:09:44
03.01.2021;223;11:11:44
03.01.2021;240;11:11:45
03.01.2021;218;11:13:44
03.01.2021;238;11:13:45
03.01.2021;268;11:15:44
03.01.2021;227;11:15:45
03.01.2021;255;11:17:44
03.01.2021;248;11:17:45
03.01.2021;272;11:19:44
03.01.2021;228;11:19:45
03.01.2021;240;11:21:44
03.01.2021;231;11:21:45
03.01.2021;271;11:23:44
03.01.2021;257;11:23:45
03.01.2021;278;11:25:44
03.01.2021;243;11:25:45
03.01.2021;265;11:27:44
03.01.2021;234;11:27:45
03.01.2021;261;11:29:44
03.01.2021;234;11:29:45
03.01.2021;274;11:31:44
03.01.2021;279;11:31:45
03.01.2021;275;11:33:44
03.01.2021;253;11:33:45
03.01.2021;289;11:35:44
03.01.2021;250;11:35:45
03.01.2021;293;11:37:44
03.01.2021;223;11:37:45
03.01.2021;301;11:39:44
03.01.2021;271;11:39:45
03.01.2021;326;11:41:44
03.01.2021;234;11:41:45
03.01.2021;309;11:43:44
03.01.2021;273;11:43:45
03.01.2021;376;11:45:44
03.01.2021;243;11:45:45
03.01.2021;344;11:47:44
03.01.2021;258;11:47:45
03.01.2021;359;11:49:44
03.01.2021;241;11:49:45
03.01.2021;374;11:51:44
03.01.2021;208;11:51:45
03.01.2021;381;11:53:45
03.01.2021;237;11:53:45
03.01.2021;365;11:55:45
03.01.2021;197;11:55:45
03.01.2021;634;11:57:45
03.01.2021;612;11:59:45
03.01.2021;621;12:01:45
03.01.2021;693;12:03:45
03.01.2021;655;12:05:45
03.01.2021;660;12:07:45
03.01.2021;658;12:09:45
03.01.2021;714;12:11:45
03.01.2021;696;12:13:45
03.01.2021;729;12:15:45
03.01.2021;744;12:17:45
03.01.2021;764;12:19:45
03.01.2021;717;12:21:45
03.01.2021;734;12:23:45
03.01.2021;705;12:25:45
03.01.2021;706;12:27:45
03.01.2021;763;12:29:45
03.01.2021;729;12:31:45
03.01.2021;784;12:33:45
03.01.2021;738;12:35:45
03.01.2021;757;12:37:45
03.01.2021;726;12:39:45
03.01.2021;755;12:41:45
03.01.2021;827;12:43:45
03.01.2021;791;12:45:45
03.01.2021;780;12:47:45
03.01.2021;809;12:49:45
03.01.2021;815;12:51:45
03.01.2021;827;12:53:45
03.01.2021;822;12:55:45
03.01.2021;789;12:57:45
03.01.2021;861;12:59:45
03.01.2021;866;13:01:45
03.01.2021;801;13:03:45
03.01.2021;793;13:05:45
03.01.2021;833;13:07:45
03.01.2021;830;13:09:45
03.01.2021;841;13:11:45
03.01.2021;887;13:13:45
03.01.2021;847;13:15:45
03.01.2021;842;13:17:45
03.01.2021;845;13:19:45
03.01.2021;861;13:21:45
03.01.2021;849;13:23:45
03.01.2021;871;13:25:45
03.01.2021;854;13:27:45
03.01.2021;904;13:29:45
03.01.2021;859;13:31:45
03.01.2021;917;13:33:45
03.01.2021;847;13:35:45
03.01.2021;895;13:37:45
03.01.2021;927;13:39:45
03.01.2021;917;13:41:45
03.01.2021;900;13:43:45
03.01.2021;891;13:45:45
03.01.2021;901;13:47:45
03.01.2021;908;13:49:45
03.01.2021;915;13:51:45
03.01.2021;869;13:53:45
03.01.2021;891;13:55:45
03.01.2021;895;13:57:45
03.01.2021;882;13:59:45
03.01.2021;891;14:01:45
03.01.2021;451;14:03:45
03.01.2021;514;14:03:45
03.01.2021;869;14:05:45
03.01.2021;918;14:07:46
03.01.2021;891;14:09:46
03.01.2021;883;14:11:46
03.01.2021;840;14:13:46
03.01.2021;902;14:15:46
03.01.2021;976;14:17:46
03.01.2021;873;14:19:46
03.01.2021;904;14:23:46
03.01.2021;925;14:25:46
03.01.2021;922;14:27:46
03.01.2021;901;14:29:46
03.01.2021;914;14:31:46
03.01.2021;960;14:33:51
03.01.2021;471;14:35:51
03.01.2021;439;14:35:51
03.01.2021;473;14:37:51
03.01.2021;467;14:37:51
03.01.2021;513;14:39:51
03.01.2021;459;14:39:51
03.01.2021;955;14:41:51
03.01.2021;940;14:43:51
03.01.2021;963;14:45:51
03.01.2021;938;14:47:51
03.01.2021;954;14:49:51
03.01.2021;957;14:51:51
03.01.2021;966;14:53:51
03.01.2021;883;14:55:51
03.01.2021;932;14:57:51
03.01.2021;962;14:59:51
03.01.2021;999;15:01:51
03.01.2021;936;15:03:51
03.01.2021;947;15:05:51
03.01.2021;949;15:07:51
03.01.2021;982;15:09:51
03.01.2021;950;15:11:51
03.01.2021;1005;15:13:51
03.01.2021;971;15:15:51
03.01.2021;967;15:17:51
03.01.2021;967;15:19:51
03.01.2021;1010;15:21:51
03.01.2021;929;15:23:51
03.01.2021;971;15:25:51
03.01.2021;994;15:27:51
03.01.2021;979;15:29:51
03.01.2021;970;15:31:51
03.01.2021;1024;15:33:51
03.01.2021;1028;15:35:51
03.01.2021;1003;15:37:51
03.01.2021;966;15:39:51
03.01.2021;970;15:41:51
03.01.2021;954;15:43:51
03.01.2021;1029;15:45:51
03.01.2021;978;15:47:51
03.01.2021;1008;15:49:51
03.01.2021;1035;15:51:51
03.01.2021;1000;15:53:51
03.01.2021;1044;15:55:51
03.01.2021;1025;15:57:51
03.01.2021;1029;15:59:51
03.01.2021;1001;16:01:51
03.01.2021;998;16:03:51
03.01.2021;934;16:05:51
03.01.2021;993;16:07:51
03.01.2021;1022;16:09:51
03.01.2021;1015;16:11:51
03.01.2021;975;16:13:51
03.01.2021;988;16:15:51
03.01.2021;1051;16:17:51
03.01.2021;1025;16:19:51
03.01.2021;1027;16:21:51
03.01.2021;1031;16:23:51
03.01.2021;1021;16:25:51
03.01.2021;1013;16:27:51
03.01.2021;444;16:29:51
03.01.2021;587;16:29:52
03.01.2021;469;16:31:51
03.01.2021;542;16:31:52
03.01.2021;468;16:33:51
03.01.2021;578;16:33:52
03.01.2021;433;16:35:51
03.01.2021;595;16:35:52
03.01.2021;505;16:37:51
03.01.2021;541;16:37:52
03.01.2021;470;16:39:51
03.01.2021;588;16:39:52
03.01.2021;461;16:41:51
03.01.2021;530;16:41:52
03.01.2021;437;16:43:51
03.01.2021;582;16:43:52
03.01.2021;446;16:45:51
03.01.2021;566;16:45:52
03.01.2021;458;16:47:51
03.01.2021;543;16:47:52
03.01.2021;504;16:49:51
03.01.2021;570;16:49:52
03.01.2021;493;16:51:51
03.01.2021;554;16:51:52
03.01.2021;463;16:53:51
03.01.2021;593;16:53:52
03.01.2021;410;16:55:51
03.01.2021;625;16:55:52
03.01.2021;442;16:57:51
03.01.2021;595;16:57:52
03.01.2021;431;16:59:51
03.01.2021;596;16:59:52
03.01.2021;453;17:01:51
03.01.2021;536;17:01:52
03.01.2021;443;17:03:51
03.01.2021;543;17:03:52
03.01.2021;492;17:05:51
03.01.2021;580;17:05:52
03.01.2021;461;17:07:52
03.01.2021;536;17:07:52
03.01.2021;480;17:09:51
03.01.2021;559;17:09:52
03.01.2021;464;17:11:51
03.01.2021;546;17:11:52
03.01.2021;471;17:13:52
03.01.2021;590;17:13:52
03.01.2021;463;17:15:52
03.01.2021;573;17:15:52
03.01.2021;483;17:17:52
03.01.2021;596;17:17:52
03.01.2021;450;17:19:52
03.01.2021;536;17:19:52
03.01.2021;410;17:21:52
03.01.2021;604;17:21:52
03.01.2021;446;17:23:52
03.01.2021;604;17:23:52
03.01.2021;435;17:25:52
03.01.2021;585;17:25:52
03.01.2021;420;17:27:52
03.01.2021;633;17:27:52
03.01.2021;433;17:29:52
03.01.2021;626;17:29:52
03.01.2021;433;17:31:52
03.01.2021;601;17:31:53
03.01.2021;452;17:33:52
03.01.2021;579;17:33:53
03.01.2021;457;17:35:52
03.01.2021;605;17:35:53
03.01.2021;375;17:37:52
03.01.2021;615;17:37:53
03.01.2021;454;17:39:52
03.01.2021;599;17:39:53
03.01.2021;471;17:41:52
03.01.2021;608;17:41:53
03.01.2021;409;17:43:52
03.01.2021;608;17:43:53
03.01.2021;451;17:45:52
03.01.2021;565;17:45:53
03.01.2021;466;17:47:52
03.01.2021;593;17:47:53
03.01.2021;450;17:49:52
03.01.2021;588;17:49:53
03.01.2021;506;17:51:52
03.01.2021;621;17:51:53
03.01.2021;449;17:53:52
03.01.2021;612;17:53:53
03.01.2021;468;17:55:52
03.01.2021;552;17:55:53
03.01.2021;472;17:57:52
03.01.2021;626;17:57:53
03.01.2021;441;17:59:52
03.01.2021;601;17:59:53
03.01.2021;420;18:01:52
03.01.2021;581;18:01:53
03.01.2021;468;18:03:52
03.01.2021;591;18:03:53
03.01.2021;442;18:05:52
03.01.2021;572;18:05:53
03.01.2021;456;18:07:52
03.01.2021;622;18:07:53
03.01.2021;418;18:09:52
03.01.2021;579;18:09:53
03.01.2021;419;18:11:52
03.01.2021;579;18:11:53
03.01.2021;458;18:13:52
03.01.2021;560;18:13:53
03.01.2021;449;18:15:52
03.01.2021;558;18:15:53
03.01.2021;427;18:17:52
03.01.2021;567;18:17:53
03.01.2021;451;18:19:52
03.01.2021;559;18:19:53
03.01.2021;450;18:21:52
03.01.2021;591;18:21:53
03.01.2021;460;18:23:52
03.01.2021;527;18:23:53
03.01.2021;469;18:25:52
03.01.2021;550;18:25:53
03.01.2021;441;18:27:52
03.01.2021;557;18:27:53
03.01.2021;439;18:29:52
03.01.2021;590;18:29:53
03.01.2021;390;18:31:52
03.01.2021;619;18:31:53
03.01.2021;432;18:33:52
03.01.2021;550;18:33:53
03.01.2021;359;18:35:52
03.01.2021;608;18:35:53
03.01.2021;378;18:37:52
03.01.2021;575;18:37:53
03.01.2021;423;18:39:52
03.01.2021;506;18:39:53
03.01.2021;394;18:41:52
03.01.2021;573;18:41:53
03.01.2021;395;18:43:52
03.01.2021;548;18:43:53
03.01.2021;385;18:45:52
03.01.2021;555;18:45:54
03.01.2021;400;18:47:52
03.01.2021;558;18:47:54
03.01.2021;387;18:49:52
03.01.2021;590;18:49:54
03.01.2021;355;18:51:52
03.01.2021;580;18:51:54
03.01.2021;386;18:53:52
03.01.2021;586;18:53:54
03.01.2021;404;18:55:52
03.01.2021;608;18:55:54
03.01.2021;371;18:57:52
03.01.2021;565;18:57:54
03.01.2021;405;18:59:52
03.01.2021;527;18:59:54
03.01.2021;425;19:01:52
03.01.2021;499;19:01:54
03.01.2021;408;19:03:52
03.01.2021;479;19:03:55
03.01.2021;397;19:05:52
03.01.2021;503;19:05:55
03.01.2021;379;19:07:52
03.01.2021;471;19:07:55
03.01.2021;402;19:09:52
03.01.2021;458;19:09:55
03.01.2021;390;19:11:52
03.01.2021;487;19:11:55
03.01.2021;429;19:13:52
03.01.2021;413;19:13:55
03.01.2021;465;19:15:52
03.01.2021;459;19:15:55
03.01.2021;457;19:17:52
03.01.2021;465;19:17:55
03.01.2021;422;19:19:52
03.01.2021;468;19:19:55
03.01.2021;460;19:21:52
03.01.2021;492;19:21:55
03.01.2021;431;19:23:52
03.01.2021;501;19:23:55
03.01.2021;391;19:25:52
03.01.2021;430;19:25:55
03.01.2021;421;19:27:52
03.01.2021;470;19:27:55
03.01.2021;381;19:29:52
03.01.2021;454;19:29:55
03.01.2021;359;19:31:52
03.01.2021;455;19:31:55
03.01.2021;407;19:33:52
03.01.2021;463;19:33:55
03.01.2021;368;19:35:52
03.01.2021;440;19:35:55
03.01.2021;414;19:37:52
03.01.2021;463;19:37:55
03.01.2021;361;19:39:52
03.01.2021;416;19:39:55
03.01.2021;428;19:41:52
03.01.2021;421;19:41:55
03.01.2021;409;19:43:52
03.01.2021;417;19:43:55
03.01.2021;381;19:45:52
03.01.2021;440;19:45:55
03.01.2021;401;19:47:52
03.01.2021;424;19:47:55
03.01.2021;350;19:49:52
03.01.2021;429;19:49:55
03.01.2021;387;19:51:52
03.01.2021;398;19:51:55
03.01.2021;397;19:53:52
03.01.2021;377;19:53:55
03.01.2021;381;19:55:52
03.01.2021;411;19:55:55
03.01.2021;354;19:57:52
03.01.2021;415;19:57:55
03.01.2021;354;19:59:52
03.01.2021;381;19:59:55
03.01.2021;358;20:01:52
03.01.2021;381;20:01:55
03.01.2021;385;20:03:52
03.01.2021;369;20:03:55
03.01.2021;350;20:05:52
03.01.2021;387;20:05:55
03.01.2021;348;20:07:52
03.01.2021;416;20:07:55
03.01.2021;372;20:09:52
03.01.2021;392;20:09:55
03.01.2021;356;20:11:52
03.01.2021;403;20:11:55
