Date;Time;Sales
04.01.2021;5:47:31;0
04.01.2021;5:47:32;0
04.01.2021;5:49:31;0
04.01.2021;5:49:32;0
04.01.2021;5:51:32;0
04.01.2021;5:53:32;1
04.01.2021;5:55:32;1
04.01.2021;5:57:32;0
04.01.2021;5:59:32;0
04.01.2021;6:01:32;0
04.01.2021;6:03:32;0
04.01.2021;6:05:32;0
04.01.2021;6:07:32;0
04.01.2021;6:09:32;1
04.01.2021;6:11:32;0
04.01.2021;6:13:32;0
04.01.2021;6:15:32;0
04.01.2021;6:17:32;0
04.01.2021;6:19:32;0
04.01.2021;6:21:32;1
04.01.2021;6:23:32;0
04.01.2021;6:25:32;0
04.01.2021;6:27:32;1
04.01.2021;6:29:32;0
04.01.2021;6:31:32;1
04.01.2021;6:31:32;0
04.01.2021;6:33:32;0
04.01.2021;6:33:32;0
04.01.2021;6:35:32;0
04.01.2021;6:35:32;0
04.01.2021;6:37:32;0
04.01.2021;6:37:32;0
04.01.2021;6:39:32;0
04.01.2021;6:39:32;0
04.01.2021;6:41:32;0
04.01.2021;6:41:32;0
04.01.2021;6:43:32;0
04.01.2021;6:43:32;0
04.01.2021;6:45:32;1
04.01.2021;6:45:32;0
04.01.2021;6:47:32;0
04.01.2021;6:47:32;0
04.01.2021;6:49:32;0
04.01.2021;6:49:32;0
04.01.2021;6:51:32;0
04.01.2021;6:51:32;0
04.01.2021;6:53:32;0
04.01.2021;6:53:32;0
04.01.2021;6:55:32;0
04.01.2021;6:55:32;0
04.01.2021;6:57:32;0
04.01.2021;6:57:32;0
04.01.2021;6:59:32;1
04.01.2021;6:59:32;0
04.01.2021;7:01:32;0
04.01.2021;7:01:32;0
04.01.2021;7:03:32;0
04.01.2021;7:05:32;0
04.01.2021;7:07:32;0
04.01.2021;7:09:32;0
04.01.2021;7:11:32;0
04.01.2021;7:13:32;0
04.01.2021;7:15:32;0
04.01.2021;7:17:32;0
04.01.2021;7:19:32;0
04.01.2021;7:21:32;0
04.01.2021;7:23:32;0
04.01.2021;7:25:32;0
04.01.2021;7:27:32;1
04.01.2021;7:29:32;1
04.01.2021;7:31:32;0
04.01.2021;7:33:32;0
04.01.2021;7:35:32;0
04.01.2021;7:37:32;0
04.01.2021;7:39:32;0
04.01.2021;7:41:32;0
04.01.2021;7:43:32;0
04.01.2021;7:45:32;0
04.01.2021;7:47:32;0
04.01.2021;7:49:32;0
04.01.2021;7:51:32;1
04.01.2021;7:53:32;0
04.01.2021;7:55:32;0
04.01.2021;7:57:32;0
04.01.2021;7:59:32;0
04.01.2021;8:01:32;1
04.01.2021;8:03:32;1
04.01.2021;8:05:32;0
04.01.2021;8:07:32;1
04.01.2021;8:09:32;1
04.01.2021;8:11:32;1
04.01.2021;8:13:32;1
04.01.2021;8:15:32;1
04.01.2021;8:17:32;0
04.01.2021;8:19:32;0
04.01.2021;8:21:32;0
04.01.2021;8:23:32;0
04.01.2021;8:25:32;0
04.01.2021;8:27:32;1
04.01.2021;8:29:32;0
04.01.2021;8:31:32;0
04.01.2021;8:33:32;0
04.01.2021;8:35:32;0
04.01.2021;8:37:32;2
04.01.2021;8:39:32;1
04.01.2021;8:41:32;2
04.01.2021;8:43:32;2
04.01.2021;8:45:32;1
04.01.2021;8:47:32;0
04.01.2021;8:49:32;0
04.01.2021;8:51:32;1
04.01.2021;8:53:32;0
04.01.2021;8:55:32;0
04.01.2021;8:57:32;0
04.01.2021;8:59:32;0
04.01.2021;9:01:32;3
04.01.2021;9:03:32;1
04.01.2021;9:05:32;0
04.01.2021;9:07:32;0
04.01.2021;9:09:32;1
04.01.2021;9:11:32;0
04.01.2021;9:13:32;1
04.01.2021;9:15:32;0
04.01.2021;9:17:32;0
04.01.2021;9:19:32;0
04.01.2021;9:21:32;1
04.01.2021;9:23:32;2
04.01.2021;9:25:32;2
04.01.2021;9:27:32;0
04.01.2021;9:29:32;1
04.01.2021;9:31:32;1
04.01.2021;9:33:32;1
04.01.2021;9:35:32;3
04.01.2021;9:37:32;1
04.01.2021;9:39:32;1
04.01.2021;9:41:32;2
04.01.2021;9:43:32;1
04.01.2021;9:45:32;4
04.01.2021;9:47:32;0
04.01.2021;9:49:32;1
04.01.2021;9:51:32;0
04.01.2021;9:55:32;2
04.01.2021;9:57:32;0
04.01.2021;9:59:32;0
04.01.2021;10:01:32;0
04.01.2021;10:03:32;0
04.01.2021;10:05:32;2
04.01.2021;10:07:32;3
04.01.2021;10:09:32;2
04.01.2021;10:11:32;2
04.01.2021;10:13:32;0
04.01.2021;10:15:32;0
04.01.2021;10:17:32;2
04.01.2021;10:19:32;1
04.01.2021;10:21:32;1
04.01.2021;10:23:32;4
04.01.2021;10:25:32;2
04.01.2021;10:27:32;3
04.01.2021;10:29:32;1
04.01.2021;10:31:32;2
04.01.2021;10:33:32;2
04.01.2021;10:35:32;0
04.01.2021;10:37:32;1
04.01.2021;10:39:32;1
04.01.2021;10:41:32;1
04.01.2021;10:43:32;1
04.01.2021;10:45:32;2
04.01.2021;10:47:32;0
04.01.2021;10:49:32;2
04.01.2021;10:51:32;1
04.01.2021;10:53:32;0
04.01.2021;10:55:32;2
04.01.2021;10:57:32;1
04.01.2021;10:59:32;0
04.01.2021;11:01:32;0
04.01.2021;11:03:32;3
04.01.2021;11:05:32;2
04.01.2021;11:07:32;3
04.01.2021;11:09:32;2
04.01.2021;11:11:32;1
04.01.2021;11:13:32;0
04.01.2021;11:15:32;0
04.01.2021;11:17:32;3
04.01.2021;11:19:32;0
04.01.2021;11:21:33;3
04.01.2021;11:23:33;3
04.01.2021;11:25:33;3
04.01.2021;11:27:33;3
04.01.2021;11:29:33;1
04.01.2021;11:31:36;2
04.01.2021;11:33:36;3
04.01.2021;11:35:36;2
04.01.2021;11:37:36;1
04.01.2021;11:39:36;1
04.01.2021;11:41:36;1
04.01.2021;11:43:36;3
04.01.2021;11:45:36;2
04.01.2021;11:47:36;3
04.01.2021;11:49:36;3
04.01.2021;11:51:36;4
04.01.2021;11:53:36;4
04.01.2021;11:55:36;2
04.01.2021;11:57:36;1
04.01.2021;11:59:36;2
04.01.2021;12:01:36;7
04.01.2021;12:03:36;3
04.01.2021;12:05:36;5
04.01.2021;12:07:36;4
04.01.2021;12:09:36;4
04.01.2021;12:11:36;9
04.01.2021;12:13:36;7
04.01.2021;12:15:36;2
04.01.2021;12:17:36;1
04.01.2021;12:19:36;2
04.01.2021;12:21:36;0
04.01.2021;12:23:36;2
04.01.2021;12:25:36;4
04.01.2021;12:27:36;3
04.01.2021;12:29:36;2
04.01.2021;12:31:36;3
04.01.2021;12:33:37;3
04.01.2021;12:35:37;3
04.01.2021;12:37:37;1
04.01.2021;12:39:37;4
04.01.2021;12:41:37;6
04.01.2021;12:43:37;6
04.01.2021;12:45:37;3
04.01.2021;12:47:37;2
04.01.2021;12:49:37;4
04.01.2021;12:51:37;3
04.01.2021;12:53:37;2
04.01.2021;12:55:37;7
04.01.2021;12:57:37;8
04.01.2021;12:59:37;5
04.01.2021;13:01:37;6
04.01.2021;13:03:38;2
04.01.2021;13:05:38;4
04.01.2021;13:07:38;7
04.01.2021;13:09:38;4
04.01.2021;13:11:38;4
04.01.2021;13:13:38;5
04.01.2021;13:15:38;4
04.01.2021;13:17:38;6
04.01.2021;13:19:38;3
04.01.2021;13:21:38;6
04.01.2021;13:25:38;5
04.01.2021;13:27:38;5
04.01.2021;13:29:38;5
04.01.2021;13:31:38;4
04.01.2021;13:33:38;3
04.01.2021;13:35:38;2
04.01.2021;13:37:38;3
04.01.2021;13:39:38;2
04.01.2021;13:41:38;3
04.01.2021;13:43:38;6
04.01.2021;13:45:39;7
04.01.2021;13:47:39;3
04.01.2021;13:49:39;8
04.01.2021;13:51:39;3
04.01.2021;13:53:39;5
04.01.2021;13:55:39;3
04.01.2021;13:57:39;3
04.01.2021;13:59:39;6
04.01.2021;14:01:39;7
04.01.2021;14:03:39;10
04.01.2021;14:05:39;8
04.01.2021;14:07:39;7
04.01.2021;14:09:39;8
04.01.2021;14:11:39;5
04.01.2021;14:13:39;2
04.01.2021;14:15:39;6
04.01.2021;14:17:39;9
04.01.2021;14:19:39;5
04.01.2021;14:21:39;5
04.01.2021;14:23:39;3
04.01.2021;14:25:39;1
04.01.2021;14:27:39;4
04.01.2021;14:29:39;8
04.01.2021;14:31:39;6
04.01.2021;14:33:39;3
04.01.2021;14:35:39;4
04.01.2021;14:37:39;0
04.01.2021;14:39:39;4
04.01.2021;14:41:39;3
04.01.2021;14:43:39;6
04.01.2021;14:45:39;4
04.01.2021;14:47:39;4
04.01.2021;14:49:39;3
04.01.2021;14:51:39;2
04.01.2021;14:53:39;9
04.01.2021;14:55:39;8
04.01.2021;14:57:39;6
04.01.2021;14:59:39;5
04.01.2021;15:01:39;5
04.01.2021;15:01:39;2
04.01.2021;15:03:39;2
04.01.2021;15:05:39;8
04.01.2021;15:07:39;2
04.01.2021;15:09:39;4
04.01.2021;15:11:39;3
04.01.2021;15:13:39;4
04.01.2021;15:15:39;1
04.01.2021;15:17:39;5
04.01.2021;15:19:39;5
04.01.2021;15:21:39;5
04.01.2021;15:23:39;4
04.01.2021;15:25:39;1
04.01.2021;15:27:39;10
04.01.2021;15:29:39;4
04.01.2021;15:31:39;2
04.01.2021;15:33:39;4
04.01.2021;15:35:39;5
04.01.2021;15:37:39;6
04.01.2021;15:39:39;8
04.01.2021;15:41:39;7
04.01.2021;15:43:39;4
04.01.2021;15:45:39;8
04.01.2021;15:47:39;4
04.01.2021;15:49:39;10
04.01.2021;15:51:39;6
04.01.2021;15:53:39;7
04.01.2021;15:55:39;5
04.01.2021;15:57:39;6
04.01.2021;15:59:39;7
04.01.2021;16:01:39;7
04.01.2021;16:03:39;4
04.01.2021;16:05:39;1
04.01.2021;16:07:39;4
04.01.2021;16:09:39;5
04.01.2021;16:11:39;6
04.01.2021;16:13:39;4
04.01.2021;16:15:39;6
04.01.2021;16:17:39;6
04.01.2021;16:19:39;6
04.01.2021;16:21:39;8
04.01.2021;16:23:39;5
04.01.2021;16:25:39;1
04.01.2021;16:25:39;5
04.01.2021;16:27:39;2
04.01.2021;16:27:39;4
04.01.2021;16:29:39;1
04.01.2021;16:29:39;2
04.01.2021;16:31:39;0
04.01.2021;16:31:39;4
04.01.2021;16:33:39;1
04.01.2021;16:33:39;4
04.01.2021;16:35:39;0
04.01.2021;16:35:39;4
04.01.2021;16:37:39;2
04.01.2021;16:37:39;3
04.01.2021;16:39:39;0
04.01.2021;16:39:39;3
04.01.2021;16:41:39;2
04.01.2021;16:41:39;5
04.01.2021;16:43:39;1
04.01.2021;16:43:39;5
04.01.2021;16:45:39;3
04.01.2021;16:47:39;4
04.01.2021;16:49:39;6
04.01.2021;16:51:39;6
04.01.2021;16:53:39;6
04.01.2021;16:55:39;5
04.01.2021;16:57:39;8
04.01.2021;16:59:39;10
04.01.2021;17:01:39;5
04.01.2021;17:03:39;7
04.01.2021;17:05:39;7
04.01.2021;17:07:39;2
04.01.2021;17:09:39;2
04.01.2021;17:11:39;6
04.01.2021;17:13:39;8
04.01.2021;17:15:39;3
04.01.2021;17:17:39;5
04.01.2021;17:19:39;4
04.01.2021;17:21:40;5
04.01.2021;17:23:40;5
04.01.2021;17:25:40;6
04.01.2021;17:27:40;4
04.01.2021;17:29:40;5
04.01.2021;17:31:40;8
04.01.2021;17:33:40;6
04.01.2021;17:35:40;4
04.01.2021;17:37:40;6
04.01.2021;17:39:40;6
04.01.2021;17:41:40;7
04.01.2021;17:43:40;8
04.01.2021;17:45:40;2
04.01.2021;17:47:40;3
04.01.2021;17:49:40;5
04.01.2021;17:51:40;10
04.01.2021;17:53:40;4
04.01.2021;17:55:40;6
04.01.2021;17:57:40;4
04.01.2021;17:59:40;5
04.01.2021;18:01:40;6
04.01.2021;18:03:40;7
04.01.2021;18:05:40;6
04.01.2021;18:07:40;3
04.01.2021;18:09:40;3
04.01.2021;18:11:40;11
04.01.2021;18:13:40;12
04.01.2021;18:15:41;3
04.01.2021;18:17:41;7
04.01.2021;18:19:41;5
04.01.2021;18:21:41;7
04.01.2021;18:23:41;4
04.01.2021;18:25:41;7
04.01.2021;18:27:41;3
04.01.2021;18:29:41;4
04.01.2021;18:31:41;5
04.01.2021;18:33:41;7
04.01.2021;18:35:41;5
04.01.2021;18:37:41;3
04.01.2021;18:39:41;3
04.01.2021;18:41:41;4
04.01.2021;18:43:41;7
04.01.2021;18:45:41;5
04.01.2021;18:47:41;6
04.01.2021;18:49:41;5
04.01.2021;18:51:41;6
04.01.2021;18:53:41;2
04.01.2021;18:55:41;5
04.01.2021;18:57:41;4
04.01.2021;18:59:41;10
04.01.2021;19:01:41;4
04.01.2021;19:03:41;5
04.01.2021;19:05:41;1
04.01.2021;19:05:41;3
04.01.2021;19:07:41;6
04.01.2021;19:09:41;3
04.01.2021;19:11:41;5
04.01.2021;19:13:41;5
04.01.2021;19:15:41;4
04.01.2021;19:17:41;2
04.01.2021;19:19:41;1
04.01.2021;19:21:41;8
04.01.2021;19:23:41;5
04.01.2021;19:25:41;5
04.01.2021;19:27:41;2
04.01.2021;19:29:41;6
04.01.2021;19:31:41;6
04.01.2021;19:33:41;7
04.01.2021;19:35:41;6
04.01.2021;19:37:41;4
04.01.2021;19:39:41;6
04.01.2021;19:41:41;5
04.01.2021;19:43:41;2
04.01.2021;19:45:41;4
04.01.2021;19:47:41;6
04.01.2021;19:49:41;5
04.01.2021;19:51:41;7
04.01.2021;19:53:41;6
04.01.2021;19:55:41;8
04.01.2021;19:57:41;11
04.01.2021;19:59:41;3
04.01.2021;20:01:41;6
04.01.2021;20:03:41;4
04.01.2021;20:05:41;3
04.01.2021;20:07:41;4
04.01.2021;20:09:41;3
04.01.2021;20:11:41;3
04.01.2021;20:11:41;0
04.01.2021;20:13:41;2
04.01.2021;20:13:41;2
04.01.2021;20:15:41;2
04.01.2021;20:15:41;1
04.01.2021;20:17:41;3
04.01.2021;20:17:41;0
04.01.2021;20:19:41;1
04.01.2021;20:19:41;4
04.01.2021;20:21:41;3
04.01.2021;20:21:41;3
04.01.2021;20:23:41;2
04.01.2021;20:25:41;3
04.01.2021;20:25:41;2
04.01.2021;20:27:41;1
04.01.2021;20:27:41;2
04.01.2021;20:29:41;0
04.01.2021;20:29:41;2
04.01.2021;20:31:41;3
04.01.2021;20:31:41;2
04.01.2021;20:33:41;1
04.01.2021;20:33:41;3
04.01.2021;20:35:41;1
04.01.2021;20:35:41;2
04.01.2021;20:37:41;1
04.01.2021;20:37:41;3
04.01.2021;20:39:41;3
04.01.2021;20:39:41;0
04.01.2021;20:41:41;1
04.01.2021;20:41:41;0
04.01.2021;20:43:41;5
04.01.2021;20:43:41;4
04.01.2021;20:45:41;1
04.01.2021;20:45:41;1
04.01.2021;20:47:41;4
04.01.2021;20:47:41;1
04.01.2021;20:49:41;1
04.01.2021;20:49:41;0
04.01.2021;20:51:41;0
04.01.2021;20:51:41;2
04.01.2021;20:53:41;4
04.01.2021;20:53:41;0
04.01.2021;20:55:41;2
04.01.2021;20:55:41;1
04.01.2021;20:57:41;3
04.01.2021;20:57:41;2
04.01.2021;20:59:41;1
04.01.2021;20:59:41;1
04.01.2021;21:01:41;6
04.01.2021;21:01:41;2
04.01.2021;21:03:42;2
04.01.2021;21:03:42;1
04.01.2021;21:05:42;1
04.01.2021;21:05:42;4
04.01.2021;21:07:42;2
04.01.2021;21:09:42;2
04.01.2021;21:11:42;0
04.01.2021;21:13:42;2
04.01.2021;21:13:42;0
04.01.2021;21:15:42;3
04.01.2021;21:17:42;0
04.01.2021;21:19:42;2
04.01.2021;21:21:42;3
04.01.2021;21:23:42;3
04.01.2021;21:23:42;0
04.01.2021;21:25:42;2
04.01.2021;21:25:42;1
04.01.2021;21:27:42;4
04.01.2021;21:27:42;2
04.01.2021;21:29:42;1
04.01.2021;21:31:42;1
04.01.2021;21:33:42;4
04.01.2021;21:35:42;5
04.01.2021;21:37:42;3
04.01.2021;21:39:42;2
04.01.2021;21:41:42;2
04.01.2021;21:43:42;2
04.01.2021;21:45:42;3
04.01.2021;21:47:42;2
04.01.2021;21:49:42;5
04.01.2021;21:51:42;2
04.01.2021;21:53:42;5
04.01.2021;21:55:42;2
04.01.2021;21:57:42;1
04.01.2021;21:59:42;2
04.01.2021;22:01:42;0
04.01.2021;22:03:42;1
04.01.2021;22:05:42;1
04.01.2021;22:07:42;2
04.01.2021;22:09:42;4
04.01.2021;22:11:42;0
04.01.2021;22:13:42;1
04.01.2021;22:15:42;1
04.01.2021;22:17:42;1
04.01.2021;22:19:42;2
04.01.2021;22:21:42;3
04.01.2021;22:23:42;2
04.01.2021;22:25:42;3
04.01.2021;22:27:42;2
04.01.2021;22:29:42;2
04.01.2021;22:31:42;2
04.01.2021;22:33:42;1
04.01.2021;22:35:42;0
04.01.2021;22:37:42;5
04.01.2021;22:39:42;1
04.01.2021;22:41:42;1
04.01.2021;22:43:42;1
04.01.2021;22:45:42;1
04.01.2021;22:47:42;0
04.01.2021;22:49:42;1
04.01.2021;22:51:42;2
04.01.2021;22:53:42;3
04.01.2021;22:55:42;0
04.01.2021;22:57:42;1
04.01.2021;22:59:42;3
04.01.2021;23:01:42;2
04.01.2021;23:03:42;2
04.01.2021;23:05:42;0
04.01.2021;23:07:42;1
04.01.2021;23:09:42;2
04.01.2021;23:11:42;1
04.01.2021;23:13:42;1
04.01.2021;23:15:43;1
04.01.2021;23:17:43;2
04.01.2021;23:19:43;1
04.01.2021;23:21:43;0
04.01.2021;23:23:43;0
04.01.2021;23:25:43;3
04.01.2021;23:27:43;0
04.01.2021;23:29:43;0
04.01.2021;23:31:43;0
04.01.2021;23:33:43;0
04.01.2021;23:33:43;1
04.01.2021;23:35:43;1
04.01.2021;23:35:43;0
04.01.2021;23:37:43;2
04.01.2021;23:39:43;1
04.01.2021;23:41:43;1
04.01.2021;23:43:43;0
04.01.2021;23:45:43;0
04.01.2021;23:47:43;1
04.01.2021;23:49:43;2
04.01.2021;23:51:43;1
04.01.2021;23:53:43;2
04.01.2021;23:55:43;1
04.01.2021;23:57:43;1
04.01.2021;23:59:43;0
05.01.2021;0:01:43;0
05.01.2021;0:03:43;1
05.01.2021;0:05:43;1
05.01.2021;0:07:43;2
05.01.2021;0:09:43;0
05.01.2021;0:11:43;0
05.01.2021;0:15:43;0
05.01.2021;0:17:43;0
05.01.2021;0:19:43;0
05.01.2021;0:21:43;1
05.01.2021;0:23:43;1
05.01.2021;0:25:43;0
05.01.2021;0:27:43;0
05.01.2021;0:29:43;0
05.01.2021;0:31:43;1
05.01.2021;0:33:43;0
05.01.2021;0:35:43;0
05.01.2021;0:37:43;0
05.01.2021;0:39:43;1
05.01.2021;0:41:43;1
05.01.2021;0:43:43;1
05.01.2021;0:45:43;0
05.01.2021;0:47:43;1
05.01.2021;0:49:43;0
05.01.2021;0:51:43;0
05.01.2021;0:53:43;0
05.01.2021;0:55:43;1
05.01.2021;0:57:43;1
05.01.2021;0:59:43;2
05.01.2021;1:01:43;0
05.01.2021;1:03:43;0
05.01.2021;1:05:43;0
05.01.2021;1:07:43;0
05.01.2021;1:09:43;0
05.01.2021;1:11:43;0
05.01.2021;1:13:43;0
05.01.2021;1:15:43;0
05.01.2021;1:17:43;1
05.01.2021;1:19:43;0
05.01.2021;1:21:43;0
05.01.2021;1:23:43;0
05.01.2021;1:25:43;0
05.01.2021;1:27:43;0
05.01.2021;1:29:43;0
05.01.2021;1:31:43;1
05.01.2021;1:33:43;1
05.01.2021;1:35:43;0
05.01.2021;1:37:43;0
05.01.2021;1:39:43;0
05.01.2021;1:41:44;0
05.01.2021;1:43:44;0
05.01.2021;1:45:44;2
05.01.2021;1:47:44;1
05.01.2021;1:49:44;0
05.01.2021;1:51:44;0
05.01.2021;1:53:44;1
05.01.2021;1:55:44;1
05.01.2021;1:57:44;1
05.01.2021;1:59:44;0
05.01.2021;2:01:44;0
05.01.2021;2:03:44;0
05.01.2021;2:05:44;0
05.01.2021;2:07:44;0
05.01.2021;2:09:44;0
05.01.2021;2:11:44;0
05.01.2021;2:13:44;0
05.01.2021;2:15:44;0
05.01.2021;2:17:44;0
05.01.2021;2:19:44;0
05.01.2021;2:21:44;0
05.01.2021;2:23:44;0
05.01.2021;2:25:44;0
05.01.2021;2:30:22;0
05.01.2021;2:32:22;0
05.01.2021;2:34:22;0
05.01.2021;2:34:22;0
05.01.2021;2:37:07;0
05.01.2021;2:39:07;0
05.01.2021;2:41:07;0
05.01.2021;2:43:07;0
05.01.2021;2:45:08;1
05.01.2021;2:47:09;0
05.01.2021;2:49:09;0
05.01.2021;2:51:09;1
05.01.2021;2:53:09;1
05.01.2021;2:55:09;0
05.01.2021;2:57:09;0
05.01.2021;2:59:09;2
05.01.2021;3:01:09;4
05.01.2021;3:03:09;0
05.01.2021;3:05:09;0
05.01.2021;3:05:09;1
05.01.2021;3:07:09;0
05.01.2021;3:07:09;0
05.01.2021;3:09:09;0
05.01.2021;3:09:09;0
05.01.2021;3:11:09;0
05.01.2021;3:13:09;0
05.01.2021;3:15:09;1
05.01.2021;3:17:09;0
05.01.2021;3:19:09;0
05.01.2021;3:21:10;0
05.01.2021;3:23:10;0
05.01.2021;3:25:10;0
05.01.2021;3:27:10;0
05.01.2021;3:29:10;0
05.01.2021;3:31:10;0
05.01.2021;3:33:10;1
05.01.2021;3:35:10;0
05.01.2021;3:37:10;1
05.01.2021;3:39:10;0
05.01.2021;3:41:10;0
05.01.2021;3:43:10;1
05.01.2021;3:45:10;0
05.01.2021;3:47:19;0
05.01.2021;3:49:19;0
05.01.2021;3:51:19;0
05.01.2021;3:53:19;0
05.01.2021;3:55:19;0
05.01.2021;3:57:19;0
05.01.2021;3:57:19;0
05.01.2021;3:59:19;0
05.01.2021;3:59:19;0
05.01.2021;4:01:19;0
05.01.2021;4:01:19;0
05.01.2021;4:03:19;0
05.01.2021;4:03:19;0
05.01.2021;4:05:19;0
05.01.2021;4:05:19;0
05.01.2021;4:07:19;0
05.01.2021;4:07:19;0
05.01.2021;4:09:19;0
05.01.2021;4:09:19;0
05.01.2021;4:11:19;1
05.01.2021;4:11:19;0
05.01.2021;4:13:19;0
05.01.2021;4:15:19;0
05.01.2021;4:17:19;0
05.01.2021;4:19:19;0
05.01.2021;4:21:19;0
05.01.2021;4:23:19;0
05.01.2021;4:25:19;0
05.01.2021;4:27:19;0
05.01.2021;4:29:19;0
05.01.2021;4:31:19;0
05.01.2021;4:33:20;0
05.01.2021;4:35:20;0
05.01.2021;4:37:20;0
05.01.2021;4:39:20;0
05.01.2021;4:43:20;0
05.01.2021;4:45:20;0
05.01.2021;4:47:21;0
05.01.2021;4:47:21;0
05.01.2021;4:50:59;0
05.01.2021;4:54:01;0
05.01.2021;4:58:01;0
05.01.2021;5:00:01;0
05.01.2021;5:02:01;0
05.01.2021;5:04:03;1
05.01.2021;5:06:03;0
05.01.2021;5:08:03;0
05.01.2021;5:10:03;0
05.01.2021;5:12:03;0
05.01.2021;5:14:13;0
05.01.2021;5:16:13;0
05.01.2021;5:18:13;0
05.01.2021;5:20:13;0
05.01.2021;5:22:13;0
05.01.2021;5:24:13;0
05.01.2021;5:26:13;0
05.01.2021;5:28:13;0
05.01.2021;5:28:13;0
05.01.2021;5:30:14;0
05.01.2021;5:32:14;1
05.01.2021;5:34:16;0
05.01.2021;5:36:16;0
05.01.2021;5:38:16;1
05.01.2021;5:40:16;0
05.01.2021;5:42:16;0
05.01.2021;5:44:16;0
05.01.2021;5:46:16;1
05.01.2021;5:48:16;0
05.01.2021;5:50:16;0
05.01.2021;5:52:16;0
05.01.2021;5:54:20;0
05.01.2021;5:56:21;0
05.01.2021;5:58:21;0
05.01.2021;6:00:21;0
05.01.2021;6:02:21;0
05.01.2021;6:04:21;0
05.01.2021;6:06:21;0
05.01.2021;6:08:22;0
05.01.2021;6:10:22;0
05.01.2021;6:12:22;3
05.01.2021;6:14:22;0
05.01.2021;6:16:22;0
05.01.2021;6:18:22;0
05.01.2021;6:20:22;0
05.01.2021;6:22:22;0
05.01.2021;6:24:23;0
05.01.2021;6:26:23;0
05.01.2021;6:28:23;0
05.01.2021;6:30:23;0
05.01.2021;6:32:24;0
05.01.2021;6:34:24;0
05.01.2021;6:36:24;1
05.01.2021;6:38:24;0
05.01.2021;6:40:24;0
05.01.2021;6:42:24;0
05.01.2021;6:44:24;0
05.01.2021;6:46:24;0
05.01.2021;6:46:24;0
05.01.2021;6:48:24;0
05.01.2021;6:48:24;0
05.01.2021;6:50:24;0
05.01.2021;6:50:24;0
05.01.2021;6:52:24;0
05.01.2021;6:52:24;0
05.01.2021;6:54:24;0
05.01.2021;6:54:24;0
05.01.2021;6:56:24;0
05.01.2021;6:56:24;0
05.01.2021;6:58:24;0
05.01.2021;6:58:24;0
05.01.2021;7:00:24;0
05.01.2021;7:00:24;0
05.01.2021;7:02:24;0
05.01.2021;7:02:24;0
05.01.2021;7:04:24;0
05.01.2021;7:04:24;1
05.01.2021;7:06:24;0
05.01.2021;7:06:24;0
05.01.2021;7:08:24;1
05.01.2021;7:08:24;0
05.01.2021;7:10:24;0
05.01.2021;7:10:24;0
05.01.2021;7:12:24;0
05.01.2021;7:12:24;0
05.01.2021;7:14:24;0
05.01.2021;7:16:24;0
05.01.2021;7:16:24;0
05.01.2021;7:18:25;0
05.01.2021;7:18:25;0
05.01.2021;7:20:25;1
05.01.2021;7:20:25;1
05.01.2021;7:22:25;0
05.01.2021;7:22:25;1
05.01.2021;7:24:25;1
05.01.2021;7:24:25;0
05.01.2021;7:26:25;1
05.01.2021;7:26:25;0
05.01.2021;7:28:25;0
05.01.2021;7:28:25;0
05.01.2021;7:30:25;0
05.01.2021;7:30:25;0
05.01.2021;7:32:25;0
05.01.2021;7:32:25;0
05.01.2021;7:34:27;0
05.01.2021;7:34:27;0
05.01.2021;7:36:27;1
05.01.2021;7:36:27;0
05.01.2021;7:38:27;0
05.01.2021;7:38:27;0
05.01.2021;7:40:27;0
05.01.2021;7:40:27;1
05.01.2021;7:42:27;1
05.01.2021;7:42:27;0
05.01.2021;7:44:29;0
05.01.2021;7:46:29;0
05.01.2021;7:46:29;0
05.01.2021;7:48:29;0
05.01.2021;7:48:29;0
05.01.2021;7:50:29;0
05.01.2021;7:50:29;0
05.01.2021;7:52:29;0
05.01.2021;7:52:29;0
05.01.2021;7:54:29;1
05.01.2021;7:54:29;0
05.01.2021;7:56:29;0
05.01.2021;7:56:29;0
05.01.2021;7:58:29;1
05.01.2021;7:58:29;0
05.01.2021;8:00:29;1
05.01.2021;8:00:29;0
05.01.2021;8:02:29;0
05.01.2021;8:02:29;0
05.01.2021;8:04:29;0
05.01.2021;8:04:29;0
05.01.2021;8:06:29;0
05.01.2021;8:06:29;0
05.01.2021;8:08:29;0
05.01.2021;8:08:29;0
05.01.2021;8:10:29;1
05.01.2021;8:10:29;0
05.01.2021;8:12:29;0
05.01.2021;8:12:29;0
05.01.2021;8:14:29;0
05.01.2021;8:14:29;0
05.01.2021;8:16:29;0
05.01.2021;8:16:29;1
05.01.2021;8:18:29;0
05.01.2021;8:18:29;0
05.01.2021;8:20:29;1
05.01.2021;8:20:29;0
05.01.2021;8:22:29;1
05.01.2021;8:22:29;0
05.01.2021;8:24:30;0
05.01.2021;8:26:30;1
05.01.2021;8:28:30;1
05.01.2021;8:30:30;3
05.01.2021;8:32:30;2
05.01.2021;8:34:30;2
05.01.2021;8:36:30;3
05.01.2021;8:38:30;0
05.01.2021;8:40:30;0
05.01.2021;8:42:30;0
05.01.2021;8:44:37;0
05.01.2021;8:44:37;1
05.01.2021;8:46:37;3
05.01.2021;8:48:37;1
05.01.2021;8:50:37;0
05.01.2021;8:52:37;0
05.01.2021;8:54:37;4
05.01.2021;8:56:38;4
